7.598617672920227051e-01,1.905466318130493164e-01,-6.853753328323364258e-02
7.477883696556091309e-01,6.257812678813934326e-02,-1.732437312602996826e-01
8.222287893295288086e-01,2.103605121374130249e-01,-2.274112999439239502e-01
8.025390505790710449e-01,1.890827715396881104e-01,-1.903534680604934692e-01
8.151866793632507324e-01,1.675909012556076050e-01,-2.229965031147003174e-01
7.409678697586059570e-01,-1.933416277170181274e-01,-6.699670106172561646e-02
7.538405656814575195e-01,-4.500905424356460571e-02,1.196090579032897949e-01
7.554327249526977539e-01,2.361254990100860596e-01,-6.924504786729812622e-02
7.516431212425231934e-01,-9.918394684791564941e-02,-1.473709344863891602e-01
7.471376657485961914e-01,-2.064166069030761719e-01,-9.517353028059005737e-02
8.014101386070251465e-01,2.009655088186264038e-01,-1.606013476848602295e-01
7.415715456008911133e-01,6.562202423810958862e-02,-1.179121807217597961e-01
8.185975551605224609e-01,-2.094314992427825928e-01,-1.642440408468246460e-01
7.802246212959289551e-01,3.538635745644569397e-02,-1.363285072147846222e-02
7.251896262168884277e-01,-8.866186439990997314e-02,-1.686696112155914307e-01
7.360922098159790039e-01,4.394936561584472656e-02,-1.702426522970199585e-01
7.971617579460144043e-01,-7.821377366781234741e-02,1.268640905618667603e-01
7.564293146133422852e-01,2.246049791574478149e-01,-6.903464347124099731e-02
7.371782064437866211e-01,1.044408529996871948e-01,-9.141786396503448486e-02
7.360068559646606445e-01,-1.258594542741775513e-01,-9.168192744255065918e-02
7.649153470993041992e-01,2.113281786441802979e-01,-4.158923774957656860e-02
7.339343428611755371e-01,-4.382052645087242126e-02,-9.027615189552307129e-02
8.456297516822814941e-01,-2.687535583972930908e-01,7.762940973043441772e-02
7.061471343040466309e-01,-1.311818808317184448e-01,-1.658159047365188599e-01
7.350007891654968262e-01,2.631052955985069275e-02,1.429609805345535278e-01
7.542624473571777344e-01,5.949766188859939575e-02,9.289932996034622192e-02
7.371484637260437012e-01,-4.048405215144157410e-02,-3.869047388434410095e-02
7.538526058197021484e-01,1.700364649295806885e-01,-4.050020873546600342e-02
7.410688400268554688e-01,-3.006843104958534241e-02,-1.987318843603134155e-01
7.925143837928771973e-01,1.701694168150424957e-02,-1.383655890822410583e-02
7.543100714683532715e-01,1.179039478302001953e-01,-1.209214404225349426e-01
7.989599108695983887e-01,-1.802107095718383789e-01,-1.592033803462982178e-01
7.340048551559448242e-01,1.039912626147270203e-01,-3.885165601968765259e-02
